Customer_ID,Full_Name,Birth_Date,Region_ID
100102,Customer_102,1962-09-27,6
100103,Customer_103,1962-04-14,6
100104,Customer_104,1988-07-05,7
100105,Customer_105,1985-06-26,1
100106,Customer_106,1976-04-06,9
100107,Customer_107,1997-10-02,2
100108,Customer_108,1983-09-09,3
100109,Customer_109,1972-07-15,5
100110,Customer_110,1975-07-02,2
100111,Customer_111,1971-03-05,6
100112,Customer_112,1957-08-13,5
100113,Customer_113,1983-01-22,5
100114,Customer_114,1990-12-02,4
100115,Customer_115,1987-12-24,7
100116,Customer_116,1976-10-05,3
100117,Customer_117,1996-01-10,8
100118,Customer_118,1988-11-11,3
100119,Customer_119,1957-09-08,10
100120,Customer_120,1952-04-18,9
100121,Customer_121,1953-03-05,1
100122,Customer_122,1954-07-05,9
100123,Customer_123,1970-05-12,9
100124,Customer_124,1970-12-22,8
100125,Customer_125,1960-12-27,2
100126,Customer_126,1999-10-22,5
100127,Customer_127,1982-01-11,2
100128,Customer_128,1963-10-04,8
100129,Customer_129,1987-11-25,2
100130,Customer_130,1962-01-26,5
100131,Customer_131,1957-01-01,2
100132,Customer_132,1983-12-22,10
100133,Customer_133,1996-04-04,5
100134,Customer_134,1989-06-18,2
100135,Customer_135,1998-01-14,1
100136,Customer_136,1964-04-12,3
100137,Customer_137,1977-10-10,1
100138,Customer_138,1950-05-04,4
100139,Customer_139,1980-12-11,7
100140,Customer_140,1984-01-06,8
100141,Customer_141,1961-10-01,8
100142,Customer_142,1951-11-06,1
100143,Customer_143,1995-07-09,1
100144,Customer_144,1967-08-02,8
100145,Customer_145,1958-05-04,9
100146,Customer_146,1974-03-04,5
100147,Customer_147,1978-06-07,7
100148,Customer_148,1957-05-10,10
100149,Customer_149,1980-02-16,2
100150,Customer_150,1987-05-10,3
100151,Customer_151,1993-02-15,7
100152,Customer_152,1981-08-26,2
100153,Customer_153,1950-07-07,4
100154,Customer_154,1999-05-19,1
100155,Customer_155,1979-11-11,5
100156,Customer_156,1982-12-26,10
100157,Customer_157,1977-05-06,6
100158,Customer_158,1953-05-10,8
100159,Customer_159,1998-09-18,6
100160,Customer_160,1968-01-17,5
100161,Customer_161,1979-08-24,9
100162,Customer_162,1964-02-06,8
100163,Customer_163,1984-05-03,9
100164,Customer_164,1954-11-21,3
100165,Customer_165,1952-06-20,10
100166,Customer_166,1994-08-20,7
100167,Customer_167,1961-03-19,1
100168,Customer_168,1992-07-24,9
100169,Customer_169,1987-09-07,2
100170,Customer_170,1965-08-19,10
100171,Customer_171,1986-04-21,10
100172,Customer_172,1961-11-02,8
100173,Customer_173,1966-10-27,1
100174,Customer_174,1977-11-16,8
100175,Customer_175,1959-04-19,9
100176,Customer_176,1982-11-23,6
100177,Customer_177,1959-02-13,3
100178,Customer_178,1997-04-02,7
100179,Customer_179,1968-11-20,4
100180,Customer_180,1991-06-15,8
100181,Customer_181,1998-07-05,3
100182,Customer_182,1953-07-26,7
100183,Customer_183,1999-04-03,9
100184,Customer_184,1996-09-20,4
100185,Customer_185,1987-11-19,1
100186,Customer_186,1994-11-03,7
100187,Customer_187,1969-08-11,2
100188,Customer_188,1953-03-26,6
100189,Customer_189,1972-08-09,10
100190,Customer_190,1966-09-11,8
100191,Customer_191,1979-09-21,10
100192,Customer_192,1973-04-13,6
100193,Customer_193,1996-08-10,8
100194,Customer_194,1972-12-17,3
100195,Customer_195,1981-07-15,4
100196,Customer_196,1957-08-01,4
100197,Customer_197,1960-11-04,4
100198,Customer_198,1974-08-10,3
100199,Customer_199,1970-12-22,7
100200,Customer_200,1952-08-25,5
100201,Customer_201,1999-02-12,8
100202,Customer_202,1987-04-13,7
100203,Customer_203,1975-09-12,8
100204,Customer_204,1965-12-10,1
100205,Customer_205,1988-10-10,2
100206,Customer_206,1999-06-22,6
100207,Customer_207,1969-09-24,1
100208,Customer_208,1988-01-05,1
100209,Customer_209,1983-12-15,3
100210,Customer_210,1998-11-26,1
100211,Customer_211,1993-06-26,1
100212,Customer_212,1968-04-04,2
100213,Customer_213,1963-03-24,1
100214,Customer_214,1998-11-11,7
100215,Customer_215,1951-06-15,9
100216,Customer_216,1982-10-19,10
100217,Customer_217,1953-03-20,9
100218,Customer_218,1966-03-01,1
100219,Customer_219,1989-10-07,1
100220,Customer_220,1986-11-06,1
100221,Customer_221,1981-02-24,7
100222,Customer_222,1993-06-20,6
100223,Customer_223,1958-10-10,4
100224,Customer_224,1969-07-23,2
100225,Customer_225,1984-01-07,1
100226,Customer_226,1958-10-14,9
100227,Customer_227,1978-01-17,1
100228,Customer_228,1968-04-08,2
100229,Customer_229,1987-08-01,6
100230,Customer_230,1958-01-26,10
100231,Customer_231,1950-07-14,4
100232,Customer_232,1986-11-26,2
100233,Customer_233,1953-11-17,9
100234,Customer_234,1964-03-20,8
100235,Customer_235,1987-02-25,3
100236,Customer_236,1987-03-06,5
100237,Customer_237,1982-08-25,8
100238,Customer_238,1972-12-22,10
100239,Customer_239,1976-12-20,10
100240,Customer_240,1976-06-03,10
100241,Customer_241,1962-06-09,10
100242,Customer_242,1972-05-05,2
100243,Customer_243,1956-02-08,4
100244,Customer_244,1979-11-10,5
100245,Customer_245,1989-12-21,7
100246,Customer_246,1985-09-13,9
100247,Customer_247,1998-03-22,8
100248,Customer_248,1968-12-01,8
100249,Customer_249,1975-02-16,10
100250,Customer_250,1966-10-10,5
100251,Customer_251,1990-07-16,5
100252,Customer_252,1970-02-20,2
100253,Customer_253,1992-12-11,5
100254,Customer_254,1958-11-22,2
100255,Customer_255,1991-08-24,6
100256,Customer_256,1988-03-08,1
100257,Customer_257,1950-12-23,9
100258,Customer_258,1974-03-21,8
100259,Customer_259,1978-10-21,10
100260,Customer_260,1957-01-02,5
100261,Customer_261,1977-07-23,3
100262,Customer_262,1950-10-13,3
100263,Customer_263,1969-06-19,1
100264,Customer_264,1998-11-18,3
100265,Customer_265,1974-05-04,8
100266,Customer_266,1983-04-14,10
100267,Customer_267,1995-01-23,10
100268,Customer_268,1964-09-08,3
100269,Customer_269,1985-05-12,7
100270,Customer_270,1973-07-13,10
100271,Customer_271,1991-07-26,2
100272,Customer_272,1950-05-06,10
100273,Customer_273,1956-08-18,4
100274,Customer_274,1987-04-04,7
100275,Customer_275,1968-03-22,4
100276,Customer_276,1957-09-04,2
100277,Customer_277,1977-03-22,3
100278,Customer_278,1990-09-07,3
100279,Customer_279,1952-11-12,2
100280,Customer_280,1998-08-13,7
100281,Customer_281,1954-10-01,10
100282,Customer_282,1976-08-10,5
100283,Customer_283,1960-03-21,7
100284,Customer_284,1993-09-26,2
100285,Customer_285,1962-08-24,8
100286,Customer_286,1998-03-27,3
100287,Customer_287,1988-12-10,3
100288,Customer_288,1992-10-14,1
100289,Customer_289,1995-02-10,2
100290,Customer_290,1979-11-25,3
100291,Customer_291,1954-09-01,2
100292,Customer_292,1981-08-06,6
100293,Customer_293,1981-03-09,7
100294,Customer_294,1995-10-06,6
100295,Customer_295,1969-04-20,4
100296,Customer_296,1975-05-15,7
100297,Customer_297,1973-11-16,9
100298,Customer_298,1972-07-08,3
100299,Customer_299,1975-02-17,1
100300,Customer_300,1966-09-21,6
100301,Customer_301,1964-11-02,10
100302,Customer_302,1998-05-12,2
100303,Customer_303,1995-04-18,9
100304,Customer_304,1987-08-06,10
100305,Customer_305,1968-02-09,10
100306,Customer_306,1975-08-15,9
100307,Customer_307,1978-07-20,3
100308,Customer_308,1990-05-10,1
100309,Customer_309,1966-05-03,8
100310,Customer_310,1954-09-02,9
100311,Customer_311,1976-01-09,3
100312,Customer_312,1957-02-12,5
100313,Customer_313,1971-02-07,4
100314,Customer_314,1950-07-05,1
100315,Customer_315,1950-12-17,8
100316,Customer_316,1960-06-10,3
100317,Customer_317,1967-10-03,7
100318,Customer_318,1986-02-25,6
100319,Customer_319,1967-05-17,3
100320,Customer_320,1971-02-03,4
100321,Customer_321,1997-12-12,10
100322,Customer_322,1963-11-06,7
100323,Customer_323,1967-08-08,10
100324,Customer_324,1977-11-24,6
100325,Customer_325,1972-11-10,7
100326,Customer_326,1959-12-03,1
100327,Customer_327,1982-05-24,3
100328,Customer_328,1962-02-16,1
100329,Customer_329,1953-03-25,8
100330,Customer_330,1982-10-03,9
100331,Customer_331,1991-01-12,6
100332,Customer_332,1998-11-24,1
100333,Customer_333,1980-01-09,2
100334,Customer_334,1969-04-24,3
100335,Customer_335,1983-01-15,1
100336,Customer_336,1983-03-20,1
100337,Customer_337,1963-03-19,9
100338,Customer_338,1983-07-01,10
100339,Customer_339,1982-02-11,8
100340,Customer_340,1960-09-07,3
100341,Customer_341,1997-10-20,2
100342,Customer_342,1950-05-08,1
100343,Customer_343,1981-06-02,8
100344,Customer_344,1990-12-08,5
100345,Customer_345,1991-01-09,3
100346,Customer_346,1991-08-20,4
100347,Customer_347,1973-02-05,6
100348,Customer_348,1990-01-27,4
100349,Customer_349,1956-07-21,1
100350,Customer_350,1990-11-23,3
100351,Customer_351,1963-07-07,10
100352,Customer_352,1950-10-24,3
100353,Customer_353,1982-10-20,1
100354,Customer_354,1962-06-23,3
100355,Customer_355,1973-01-20,5
100356,Customer_356,1975-05-11,5
100357,Customer_357,1953-04-25,4
100358,Customer_358,1960-12-14,4
100359,Customer_359,1953-05-02,5
100360,Customer_360,1994-10-20,2
100361,Customer_361,1980-10-14,2
100362,Customer_362,1985-04-08,4
100363,Customer_363,1952-10-03,10
100364,Customer_364,1973-05-19,10
100365,Customer_365,1974-01-12,6
100366,Customer_366,1992-05-05,3
100367,Customer_367,1985-06-11,8
100368,Customer_368,1997-07-26,1
100369,Customer_369,1970-09-06,3
100370,Customer_370,1964-02-26,1
100371,Customer_371,1976-08-17,9
100372,Customer_372,1998-08-02,2
100373,Customer_373,1967-12-02,7
100374,Customer_374,1998-09-09,1
100375,Customer_375,1952-11-25,10
100376,Customer_376,1972-07-04,9
100377,Customer_377,1979-07-14,6
100378,Customer_378,1953-08-17,9
100379,Customer_379,1992-07-19,2
100380,Customer_380,1981-10-01,10
100381,Customer_381,1968-04-25,6
100382,Customer_382,1967-11-01,6
100383,Customer_383,1978-03-06,8
100384,Customer_384,1988-11-20,6
100385,Customer_385,1973-09-10,1
100386,Customer_386,1974-12-15,4
100387,Customer_387,1974-11-22,4
100388,Customer_388,1960-10-21,5
100389,Customer_389,1982-06-16,8
100390,Customer_390,1972-06-20,7
100391,Customer_391,1998-03-08,8
100392,Customer_392,1981-11-27,7
100393,Customer_393,1951-04-10,5
100394,Customer_394,1965-11-27,6
100395,Customer_395,1964-06-16,4
100396,Customer_396,1961-07-23,1
100397,Customer_397,1978-08-19,1
100398,Customer_398,1955-05-01,9
100399,Customer_399,1980-08-15,10
100400,Customer_400,1989-10-13,5
100401,Customer_401,1962-12-23,6
100402,Customer_402,1980-05-25,2
100403,Customer_403,1978-09-17,6
100404,Customer_404,1990-01-01,10
100405,Customer_405,1965-09-25,3
100406,Customer_406,1959-02-09,4
100407,Customer_407,1988-03-07,6
100408,Customer_408,1959-02-17,5
100409,Customer_409,1992-01-19,9
100410,Customer_410,1969-07-09,9
100411,Customer_411,1970-08-12,6
100412,Customer_412,1979-04-02,10
100413,Customer_413,1981-11-15,10
100414,Customer_414,1988-05-02,2
100415,Customer_415,1971-10-18,10
100416,Customer_416,1966-05-01,4
100417,Customer_417,1999-11-08,1
100418,Customer_418,1976-05-18,4
100419,Customer_419,1958-11-20,10
100420,Customer_420,1963-04-21,5
100421,Customer_421,1972-11-07,2
100422,Customer_422,1991-06-16,2
100423,Customer_423,1950-10-16,10
100424,Customer_424,1982-08-27,3
100425,Customer_425,1996-04-17,10
100426,Customer_426,1960-05-14,10
100427,Customer_427,1970-01-21,1
100428,Customer_428,1988-12-15,5
100429,Customer_429,1955-05-14,7
100430,Customer_430,1979-09-27,6
100431,Customer_431,1960-09-15,1
100432,Customer_432,1958-06-01,10
100433,Customer_433,1974-05-11,7
100434,Customer_434,1976-02-17,1
100435,Customer_435,1971-08-18,5
100436,Customer_436,1954-02-16,5
100437,Customer_437,1975-06-04,1
100438,Customer_438,1970-09-12,6
100439,Customer_439,1989-10-03,4
100440,Customer_440,1993-09-13,3
100441,Customer_441,1960-04-22,3
100442,Customer_442,1985-09-08,6
100443,Customer_443,1977-10-05,10
100444,Customer_444,1960-08-03,8
100445,Customer_445,1988-08-04,10
100446,Customer_446,1969-02-12,10
100447,Customer_447,1975-04-10,4
100448,Customer_448,1955-08-03,6
100449,Customer_449,1970-03-02,9
100450,Customer_450,1988-06-06,1
100451,Customer_451,1977-06-23,8
100452,Customer_452,1972-09-25,3
100453,Customer_453,1963-06-02,3
100454,Customer_454,1987-01-26,8
100455,Customer_455,1981-07-26,3
100456,Customer_456,1989-09-24,8
100457,Customer_457,1994-11-12,7
100458,Customer_458,1989-11-22,2
100459,Customer_459,1981-11-20,4
100460,Customer_460,1961-07-17,5
100461,Customer_461,1957-02-03,9
100462,Customer_462,1999-12-03,10
100463,Customer_463,1953-06-14,1
100464,Customer_464,1963-06-10,4
100465,Customer_465,1961-08-19,7
100466,Customer_466,1995-05-24,3
100467,Customer_467,1952-05-16,9
100468,Customer_468,1984-03-03,10
100469,Customer_469,1993-02-10,2
100470,Customer_470,1950-03-15,3
100471,Customer_471,1961-02-22,10
100472,Customer_472,1966-08-18,3
100473,Customer_473,1999-08-13,7
100474,Customer_474,1998-01-23,2
100475,Customer_475,1983-06-17,3
100476,Customer_476,1953-04-11,3
100477,Customer_477,1979-07-22,2
100478,Customer_478,1976-04-24,7
100479,Customer_479,1963-02-22,2
100480,Customer_480,1979-01-16,2
100481,Customer_481,1974-04-02,5
100482,Customer_482,1977-05-23,4
100483,Customer_483,1987-07-11,7
100484,Customer_484,1954-07-02,2
100485,Customer_485,1997-01-11,2
100486,Customer_486,1976-12-20,10
100487,Customer_487,1975-07-10,7
100488,Customer_488,1954-12-24,9
100489,Customer_489,1966-12-24,6
100490,Customer_490,1994-06-17,5
100491,Customer_491,1966-01-02,2
100492,Customer_492,1990-02-18,3
100493,Customer_493,1955-10-15,10
100494,Customer_494,1982-09-25,8
100495,Customer_495,1974-07-11,2
100496,Customer_496,1969-03-19,8
100497,Customer_497,1987-01-22,7
100498,Customer_498,1977-06-23,3
100499,Customer_499,1980-01-20,9
100500,Customer_500,1954-09-09,6
100501,Customer_501,1968-05-07,1
100502,Customer_502,1985-10-24,9
100503,Customer_503,1999-08-24,5
100504,Customer_504,1965-01-07,9
100505,Customer_505,1969-08-22,3
100506,Customer_506,1975-10-05,4
100507,Customer_507,1997-12-21,10
100508,Customer_508,1981-01-19,9
100509,Customer_509,1991-05-15,5
100510,Customer_510,1961-07-08,7
100511,Customer_511,1976-05-23,1
100512,Customer_512,1954-07-14,3
100513,Customer_513,1995-09-11,9
100514,Customer_514,1957-11-04,2
100515,Customer_515,1987-06-14,10
100516,Customer_516,1970-06-13,6
100517,Customer_517,1973-11-24,3
100518,Customer_518,1979-07-20,4
100519,Customer_519,1993-09-06,9
100520,Customer_520,1968-04-27,6
100521,Customer_521,1969-09-03,6
100522,Customer_522,1978-08-25,9
100523,Customer_523,1995-11-10,1
100524,Customer_524,1974-08-27,5
100525,Customer_525,1995-10-20,10
100526,Customer_526,1966-04-13,4
100527,Customer_527,1963-10-12,3
100528,Customer_528,1971-02-13,2
100529,Customer_529,1982-05-05,3
100530,Customer_530,1997-01-14,4
100531,Customer_531,1977-12-01,6
100532,Customer_532,1980-02-22,8
100533,Customer_533,1965-01-03,8
100534,Customer_534,1997-09-16,8
100535,Customer_535,1980-03-13,9
100536,Customer_536,1953-12-17,4
100537,Customer_537,1973-08-22,1
100538,Customer_538,1976-12-15,9
100539,Customer_539,1985-03-16,1
100540,Customer_540,1974-07-07,1
100541,Customer_541,1968-08-26,2
100542,Customer_542,1962-01-12,6
100543,Customer_543,1975-12-12,7
100544,Customer_544,1958-08-27,9
100545,Customer_545,1961-09-01,7
100546,Customer_546,1978-10-27,7
100547,Customer_547,1981-11-02,4
100548,Customer_548,1964-08-22,10
100549,Customer_549,1958-08-09,8
100550,Customer_550,1958-06-23,5
100551,Customer_551,1987-08-21,8
100552,Customer_552,1968-03-11,7
100553,Customer_553,1973-02-25,10
100554,Customer_554,1953-09-12,5
100555,Customer_555,1958-06-18,2
100556,Customer_556,1977-11-01,10
100557,Customer_557,1963-01-11,1
100558,Customer_558,1961-02-24,7
100559,Customer_559,1988-01-11,1
100560,Customer_560,1985-11-04,2
100561,Customer_561,1963-09-06,5
100562,Customer_562,1970-05-01,10
100563,Customer_563,1980-08-18,9
100564,Customer_564,1964-03-21,10
100565,Customer_565,1969-04-03,9
100566,Customer_566,1954-03-22,9
100567,Customer_567,1970-06-17,9
100568,Customer_568,1954-04-26,10
100569,Customer_569,1998-04-07,5
100570,Customer_570,1962-04-06,4
100571,Customer_571,1981-10-19,4
100572,Customer_572,1973-03-16,3
100573,Customer_573,1959-12-06,8
100574,Customer_574,1987-09-08,3
100575,Customer_575,1957-09-07,1
100576,Customer_576,1962-01-04,8
100577,Customer_577,1974-01-04,1
100578,Customer_578,1965-08-08,2
100579,Customer_579,1955-09-06,9
100580,Customer_580,1957-11-07,4
100581,Customer_581,1967-01-24,4
100582,Customer_582,1999-08-24,8
100583,Customer_583,1982-05-15,6
100584,Customer_584,1991-12-23,3
100585,Customer_585,1983-03-18,6
100586,Customer_586,1973-12-22,10
100587,Customer_587,1964-07-10,10
100588,Customer_588,1959-12-16,10
100589,Customer_589,1981-11-14,8
100590,Customer_590,1997-05-02,4
100591,Customer_591,1959-11-14,9
100592,Customer_592,1967-08-13,10
100593,Customer_593,1959-07-06,10
100594,Customer_594,1983-09-23,8
100595,Customer_595,1954-05-04,2
100596,Customer_596,1952-08-26,5
100597,Customer_597,1980-04-13,5
100598,Customer_598,1992-01-24,8
100599,Customer_599,1986-02-19,7
100600,Customer_600,1963-07-13,3
100601,Customer_601,1973-02-25,10
100602,Customer_602,1961-01-08,1
100603,Customer_603,1977-03-16,9
100604,Customer_604,1973-04-03,5
100605,Customer_605,1965-04-23,1
100606,Customer_606,1959-10-21,3
100607,Customer_607,1988-08-09,2
100608,Customer_608,1956-05-14,6
100609,Customer_609,1998-02-11,3
100610,Customer_610,1963-02-23,2
100611,Customer_611,1954-07-06,5
100612,Customer_612,1988-05-19,6
100613,Customer_613,1996-10-10,8
100614,Customer_614,1996-01-09,2
100615,Customer_615,1971-02-19,10
100616,Customer_616,1983-08-02,4
100617,Customer_617,1993-02-24,5
100618,Customer_618,1986-01-20,9
100619,Customer_619,1995-04-23,6
100620,Customer_620,1986-12-02,10
100621,Customer_621,1950-11-08,5
100622,Customer_622,1959-08-23,4
100623,Customer_623,1977-07-01,6
100624,Customer_624,1978-04-12,1
100625,Customer_625,1984-09-25,2
100626,Customer_626,1950-06-23,9
100627,Customer_627,1993-12-22,7
100628,Customer_628,1990-08-20,4
100629,Customer_629,1981-02-10,7
100630,Customer_630,1982-09-08,8
100631,Customer_631,1995-10-21,2
100632,Customer_632,1989-03-24,8
100633,Customer_633,1963-09-20,10
100634,Customer_634,1955-04-01,2
100635,Customer_635,1971-05-24,1
100636,Customer_636,1964-01-06,5
100637,Customer_637,1968-06-23,9
100638,Customer_638,1979-05-27,7
100639,Customer_639,1994-12-03,6
100640,Customer_640,1961-04-08,5
100641,Customer_641,1982-04-02,3
100642,Customer_642,1996-02-19,3
100643,Customer_643,1998-05-24,4
100644,Customer_644,1984-07-17,7
100645,Customer_645,1961-05-03,10
100646,Customer_646,1950-01-18,5
100647,Customer_647,1972-06-24,7
100648,Customer_648,1958-06-10,4
100649,Customer_649,1953-11-25,4
100650,Customer_650,1973-05-21,8
100651,Customer_651,1990-09-10,3
100652,Customer_652,1989-07-11,10
100653,Customer_653,1966-06-04,5
100654,Customer_654,1985-05-01,6
100655,Customer_655,1990-09-12,3
100656,Customer_656,1950-01-24,7
100657,Customer_657,1966-02-19,10
100658,Customer_658,1985-01-16,4
100659,Customer_659,1968-02-18,7
100660,Customer_660,1960-08-11,5
100661,Customer_661,1953-07-12,8
100662,Customer_662,1992-09-12,10
100663,Customer_663,1970-03-21,7
100664,Customer_664,1967-09-18,3
100665,Customer_665,1985-06-10,5
100666,Customer_666,1976-10-27,8
100667,Customer_667,1973-10-02,10
100668,Customer_668,1990-10-24,9
100669,Customer_669,1962-10-08,2
100670,Customer_670,1971-05-21,6
100671,Customer_671,1995-05-25,3
100672,Customer_672,1976-08-18,9
100673,Customer_673,1974-01-08,8
100674,Customer_674,1978-08-14,1
100675,Customer_675,1967-09-02,3
100676,Customer_676,1997-05-08,8
100677,Customer_677,1999-02-12,4
100678,Customer_678,1982-11-12,3
100679,Customer_679,1989-04-21,7
100680,Customer_680,1969-11-15,1
100681,Customer_681,1976-04-24,8
100682,Customer_682,1982-11-12,4
100683,Customer_683,1998-01-25,8
100684,Customer_684,1960-01-21,1
100685,Customer_685,1985-09-07,4
100686,Customer_686,1965-11-18,8
100687,Customer_687,1952-05-08,7
100688,Customer_688,1997-07-18,1
100689,Customer_689,1994-10-13,9
100690,Customer_690,1989-02-14,2
100691,Customer_691,1966-12-08,6
100692,Customer_692,1985-01-27,2
100693,Customer_693,1958-01-01,5
100694,Customer_694,1975-06-22,9
100695,Customer_695,1984-07-21,8
100696,Customer_696,1962-03-16,6
100697,Customer_697,1983-01-02,2
100698,Customer_698,1956-08-20,4
100699,Customer_699,1965-07-27,7
100700,Customer_700,1969-05-17,6
100701,Customer_701,1998-09-17,2
100702,Customer_702,1995-11-14,10
100703,Customer_703,1982-09-15,5
100704,Customer_704,1983-03-20,9
100705,Customer_705,1967-01-13,10
100706,Customer_706,1972-02-08,10
100707,Customer_707,1977-09-14,3
100708,Customer_708,1986-02-25,3
100709,Customer_709,1955-03-05,9
100710,Customer_710,1989-10-11,5
100711,Customer_711,1950-07-02,10
100712,Customer_712,1966-03-07,10
100713,Customer_713,1960-01-24,10
100714,Customer_714,1980-07-13,1
100715,Customer_715,1976-02-21,9
100716,Customer_716,1956-03-07,6
100717,Customer_717,1968-06-27,3
100718,Customer_718,1964-05-21,6
100719,Customer_719,1966-02-19,6
100720,Customer_720,1965-10-10,5
100721,Customer_721,1988-09-19,3
100722,Customer_722,1974-02-04,2
100723,Customer_723,1962-11-09,9
100724,Customer_724,1966-04-09,2
100725,Customer_725,1974-09-10,5
100726,Customer_726,1968-12-22,1
100727,Customer_727,1983-11-15,1
100728,Customer_728,1971-03-09,8
100729,Customer_729,1977-01-04,5
100730,Customer_730,1955-10-10,6
100731,Customer_731,1965-05-11,9
100732,Customer_732,1992-08-15,7
100733,Customer_733,1956-05-13,6
100734,Customer_734,1974-01-26,9
100735,Customer_735,1974-07-19,5
100736,Customer_736,1968-02-24,3
100737,Customer_737,1989-11-07,5
100738,Customer_738,1953-10-12,9
100739,Customer_739,1986-10-21,6
100740,Customer_740,1970-11-12,5
100741,Customer_741,1976-03-08,3
100742,Customer_742,1984-07-17,5
100743,Customer_743,1982-03-25,3
100744,Customer_744,1954-11-04,9
100745,Customer_745,1994-11-17,7
100746,Customer_746,1980-07-06,4
100747,Customer_747,1970-10-18,1
100748,Customer_748,1968-05-14,6
100749,Customer_749,1991-12-04,4
100750,Customer_750,1958-02-26,7
100751,Customer_751,1986-01-09,9
100752,Customer_752,1979-08-13,5
100753,Customer_753,1993-12-10,9
100754,Customer_754,1995-12-01,10
100755,Customer_755,1957-03-18,7
100756,Customer_756,1982-04-09,2
100757,Customer_757,1997-05-09,7
100758,Customer_758,1979-05-08,7
100759,Customer_759,1971-12-10,5
100760,Customer_760,1965-08-02,4
100761,Customer_761,1955-03-15,2
100762,Customer_762,1984-02-13,1
100763,Customer_763,1954-07-10,9
100764,Customer_764,1965-09-23,4
100765,Customer_765,1963-05-14,6
100766,Customer_766,1987-10-20,4
100767,Customer_767,1954-02-17,8
100768,Customer_768,1981-12-21,8
100769,Customer_769,1989-05-14,8
100770,Customer_770,1999-03-12,5
100771,Customer_771,1973-12-02,5
100772,Customer_772,1955-09-01,6
100773,Customer_773,1968-05-02,9
